wv,removed
4619.1839,0.92057081
4619.19567,0.883528402
4619.20744,0.831153606
4619.21921,0.784269796
4619.23099,0.692063856
4619.24276,0.5852067
4619.25453,0.473558289
4619.26631,0.373051148
4619.27808,0.288512564
4619.28985,0.257672786
4619.30163,0.264954824
4619.3134,0.329993939
4619.32518,0.436517053
4619.33695,0.558263685
4619.34872,0.661879429
4619.3605,0.749816264
4619.37227,0.824129708
4619.38405,0.871346826
4619.39582,0.906619946
4619.40759,0.915436753
4619.41937,0.934424238
4619.43114,0.936114936
4619.44292,0.926555398
4619.45469,0.933718446
4619.46647,0.891043089
4619.47824,0.871602868
4619.49001,0.796978794
4619.50179,0.71513901
4619.51356,0.649215369
4619.52534,0.590147957
4619.53711,0.577826377
4619.54889,0.599165252
4619.56066,0.671128656
4619.57244,0.745453177
4619.58421,0.815356282
4619.59599,0.870822108
4619.60776,0.903542153
4619.61954,0.920646356
4619.63131,0.939343456
4619.64309,0.934014285
4619.65486,0.950667177
4619.66664,0.947830272
4619.67842,0.949840305
4619.69019,0.955686564
4619.70197,0.950850132
4619.71374,0.954821228
4619.72552,0.94099724
4619.73729,0.927026761
4619.74907,0.917211316
4619.76085,0.907314093
4619.77262,0.8890723
4619.7844,0.891531248
4619.79617,0.901312705
4619.80795,0.906413568
4619.81973,0.931477693
4619.8315,0.93057612
4619.84328,0.949849794
4619.85506,0.9478479
4619.86683,0.950743155
4619.87861,0.94727609
4619.89039,0.952288522
4619.90216,0.954066271
4619.91394,0.96735258
4619.92572,0.978035811
4619.93749,0.976354284
4619.94927,0.977865853
4619.96105,0.993342511
4619.97282,0.980073605
4619.9846,0.986281617
4619.99638,0.992682517
4620.00816,0.979992246
4620.01993,0.973371774
4620.03171,0.977513486
4620.04349,0.963321999
4620.05526,0.9731119
4620.06704,0.970530981
4620.07882,0.953611133
4620.0906,0.951453248
4620.10238,0.938645602
4620.11415,0.926657444
4620.12593,0.932393967
4620.13771,0.934214625
4620.14949,0.938900866
4620.16126,0.954327444
4620.17304,0.976311199
4620.18482,0.973326227
4620.1966,0.988469812
4620.20838,0.975420573
4620.22016,0.985927051
4620.23193,0.992779947
4620.24371,0.985933952
4620.25549,0.984237396
4620.26727,0.980294611
4620.27905,0.968534899
4620.29083,0.974581475
4620.30261,0.960647666
4620.31438,0.953916378
4620.32616,0.952482325
4620.33794,0.943886687
4620.34972,0.939416865
4620.3615,0.939882556
4620.37328,0.935799874
4620.38506,0.935375705
4620.39684,0.931964234
4620.40862,0.927375418
4620.4204,0.926114485
4620.43218,0.894078669
4620.44395,0.858338042
4620.45573,0.817119954
4620.46751,0.750130811
4620.47929,0.65796677
4620.49107,0.569610092
4620.50285,0.498131283
4620.51463,0.465968472
4620.52641,0.484961016
4620.53819,0.542200187
4620.54997,0.646811848
4620.56175,0.741616384
4620.57353,0.822471079
4620.58531,0.880255822
4620.59709,0.906330609
4620.60887,0.937444837
4620.62065,0.960020858
4620.63243,0.959725289
4620.64421,0.962759558
4620.65599,0.968549839
4620.66778,0.975156966
4620.67956,0.988185557
4620.69134,0.988854981
4620.70312,0.98141586
4620.7149,0.98895489
4620.72668,0.993290692
4620.73846,0.997488647
4620.75024,0.995021909
4620.76202,0.987491859
4620.7738,0.989594676
4620.78558,0.981642973
4620.79737,0.996102003
4620.80915,0.97933784
4620.82093,0.976879281
4620.83271,0.991963268
4620.84449,0.987913261
4620.85627,0.983094601
4620.86805,0.98832375
4620.87984,0.992308128
4620.89162,0.991443478
4620.9034,0.991594995
4620.91518,0.995566849
4620.92696,0.986543397
4620.93875,0.987050589
4620.95053,0.98822669
4620.96231,0.986271386
4620.97409,0.985523303
4620.98587,0.975048835
4620.99766,0.973091229
4621.00944,0.976898895
4621.02122,0.982469552
4621.033,0.976522752
4621.04479,0.981652469
4621.05657,0.987619442
4621.06835,0.977799909
4621.08013,0.976430439
4621.09192,0.983610938
4621.1037,0.981117603
4621.11548,0.979315936
4621.12726,0.981805232
4621.13905,0.98713601
4621.15083,0.977374457
4621.16261,0.987247534
4621.1744,0.990797856
4621.18618,0.990618913
4621.19796,0.991542498
4621.20975,0.998734945
4621.22153,0.998388367
4621.23331,1.001586827
4621.2451,0.98150963
4621.25688,0.988133083
4621.26866,0.997952487
4621.28045,0.99219912
4621.29223,0.997401742
4621.30402,0.992545874
4621.3158,0.981347635
4621.32758,0.984947949
4621.33937,0.983192125
4621.35115,0.982963619
4621.36294,0.985073808
4621.37472,0.990944337
4621.3865,0.975259644
4621.39829,0.970053298
4621.41007,0.980241261
4621.42186,0.974481281
4621.43364,0.969470174
4621.44543,0.968539625
4621.45721,0.970382973
4621.469,0.966848093
4621.48078,0.968302314
4621.49257,0.978689197
4621.50435,0.973336238
4621.51613,0.970271277
4621.52792,0.975049571
4621.5397,0.977588697
4621.55149,0.987617182
4621.56328,0.98244813
4621.57506,0.975416179
4621.58685,0.969956825
4621.59863,0.971849191
4621.61042,0.974041405
4621.6222,0.967720081
4621.63399,0.978268367
4621.64577,0.99088438
4621.65756,0.993431181
4621.66934,0.995635634
4621.68113,0.996083131
4621.69292,1.004336211
4621.7047,0.999003582
4621.71649,0.999782979
4621.72827,1.005235967
4621.74006,0.992690317
4621.75185,1.001715324
4621.76363,0.99932137
4621.77542,0.994998285
4621.7872,0.992400285
4621.79899,0.987599447
4621.81078,0.967481957
4621.82256,0.936531631
4621.83435,0.899173187
4621.84614,0.840039693
4621.85792,0.77881292
4621.86971,0.711490503
4621.8815,0.675439766
4621.89328,0.64301626
4621.90507,0.619332511
4621.91686,0.600286709
4621.92864,0.584467851
4621.94043,0.584533186
4621.95222,0.606910081
4621.96401,0.658910954
4621.97579,0.718005957
4621.98758,0.782915798
4621.99937,0.843267656
4622.01116,0.888276328
4622.02294,0.917136634
4622.03473,0.934903133
4622.04652,0.964458668
4622.05831,0.967190205
4622.07009,0.969911405
4622.08188,0.969567396
4622.09367,0.979901209
4622.10546,0.976270892
4622.11724,0.966982658
4622.12903,0.982627303
4622.14082,0.983111315
4622.15261,0.986122533
4622.1644,0.994042501
4622.17619,0.994656545
4622.18797,0.990255222
4622.19976,0.995945215
4622.21155,0.990607332
4622.22334,0.984686628
4622.23513,0.991542294
4622.24692,0.991915206
4622.25871,0.994360781
4622.27049,0.996766974
4622.28228,0.996468086
4622.29407,0.994940667
4622.30586,0.995489698
4622.31765,0.993230449
4622.32944,0.988445673
4622.34123,0.982755523
4622.35302,0.972155769
4622.36481,0.955138857
4622.3766,0.93697711
4622.38838,0.898078422
4622.40017,0.832194798
4622.41196,0.759309622
4622.42375,0.681897349
4622.43554,0.614252385
4622.44733,0.57979616
4622.45912,0.588858689
4622.47091,0.636091925
4622.4827,0.693244095
4622.49449,0.757124977
4622.50628,0.80562394
4622.51807,0.845475342
4622.52986,0.867296327
4622.54165,0.879656558
4622.55344,0.890685028
4622.56523,0.909680189
4622.57702,0.928641195
4622.58881,0.942880633
4622.6006,0.955620644
4622.61239,0.963412028
4622.62418,0.975907837
4622.63598,0.972059251
4622.64777,0.971812235
4622.65956,0.967801305
4622.67135,0.959266307
4622.68314,0.939368596
4622.69493,0.910447972
4622.70672,0.868704935
4622.71851,0.827949775
4622.7303,0.786255055
4622.74209,0.7663768
4622.75388,0.75873148
4622.76568,0.790243524
4622.77747,0.833533094
4622.78926,0.88467108
4622.80105,0.919474859
4622.81284,0.938165832
4622.82463,0.967527075
4622.83642,0.976681558
4622.84822,0.97526532
4622.86001,0.973493803
4622.8718,0.9752323
4622.88359,0.976452376
4622.89538,0.970560035
4622.90718,0.969333363
4622.91897,0.968279093
4622.93076,0.965562987
4622.94255,0.957725676
4622.95434,0.95553848
4622.96614,0.947661721
4622.97793,0.926420671
4622.98972,0.912214093
4623.00151,0.888071771
4623.01331,0.85712686
4623.0251,0.834444469
4623.03689,0.791570737
4623.04868,0.73067854
4623.06048,0.654973889
4623.07227,0.558540243
4623.08406,0.480529465
4623.09586,0.433783252
4623.10765,0.446377498
4623.11944,0.505310209
4623.13124,0.607445851
4623.14303,0.716127175
4623.15482,0.804743025
4623.16662,0.871917434
4623.17841,0.926552683
4623.1902,0.945117153
4623.202,0.959813315
4623.21379,0.967960394
4623.22558,0.976190743
4623.23738,0.981231556
4623.24917,0.978916433
4623.26096,0.987565996
4623.27276,0.979904237
4623.28455,0.975767917
4623.29635,0.986673979
4623.30814,0.978697917
4623.31993,0.979603812
4623.33173,0.986653623
4623.34352,1.00103407
4623.35532,0.995961843
4623.36711,0.99588678
4623.37891,0.997786778
4623.3907,0.997276697
4623.40249,1.002871411
4623.41429,1.000257703
4623.42608,1.00670698
4623.43788,0.990402506
4623.44967,0.99842957
4623.46147,0.986618982
4623.47326,0.986701689
4623.48506,0.969003175
4623.49685,0.973937914
4623.50865,0.962905292
4623.52044,0.946559745
4623.53224,0.924712503
4623.54403,0.897674394
4623.55583,0.870808147
4623.56762,0.832845736
4623.57942,0.832608376
4623.59121,0.843901827
4623.60301,0.860067301
4623.61481,0.889328133
4623.6266,0.905662314
4623.6384,0.926564143
4623.65019,0.938263985
4623.66199,0.95129206
4623.67379,0.965732261
4623.68558,0.960024874
4623.69738,0.976715784
4623.70917,0.982535492
4623.72097,0.992494785
4623.73277,0.987546364
4623.74456,0.997298111
4623.75636,1.003070075
4623.76815,1.002687688
4623.77995,0.992330224
4623.79175,1.002560179
4623.80354,0.996826268
4623.81534,1.002150055
4623.82714,1.003363673
4623.83893,0.995642799
4623.85073,0.996643917
4623.86253,0.990594848
4623.87432,0.990801109
4623.88612,0.997220936
4623.89792,0.993755737
4623.90972,0.991570529
4623.92151,0.981235837
4623.93331,0.994861876
4623.94511,0.989899821
4623.95691,0.989899169
4623.9687,0.995134671
4623.9805,0.98824074
4623.9923,0.993727574
4624.0041,0.983580366
4624.01589,0.967386178
4624.02769,0.959130872
4624.03949,0.948271249
4624.05129,0.932210742
4624.06308,0.911558734
4624.07488,0.898881615
4624.08668,0.898887456
4624.09848,0.908599569
4624.11028,0.91792985
4624.12207,0.944690051
4624.13387,0.960485302
4624.14567,0.971860104
4624.15747,0.976900412
4624.16927,0.981015647
4624.18107,0.98588315
4624.19286,0.998351643
4624.20466,0.990573783
4624.21646,0.991493674
4624.22826,0.991665584
4624.24006,0.992921298
4624.25186,0.98523147
4624.26366,0.982279718
4624.27546,0.973420048
4624.28726,0.982016147
4624.29905,0.980133554
4624.31085,0.976650596
4624.32265,0.982916929
4624.33445,0.973837889
4624.34625,0.965178494
4624.35805,0.967760887
4624.36985,0.961916322
4624.38165,0.964878465
4624.39345,0.950158289
4624.40525,0.951777735
4624.41705,0.943246455
4624.42885,0.94312322
4624.44065,0.940149224
4624.45245,0.950517719
4624.46425,0.963721595
4624.47605,0.958625511
4624.48785,0.967833464
4624.49965,0.967847889
4624.51145,0.957554734
4624.52325,0.951990947
4624.53505,0.941659302
4624.54685,0.92348935
4624.55865,0.916441625
4624.57045,0.924596773
4624.58225,0.932220411
4624.59405,0.951240167
4624.60585,0.966235629
4624.61765,0.969617373
4624.62945,0.97978421
4624.64125,0.978753362
4624.65306,0.991531485
4624.66486,0.979781812
4624.67666,0.98625421
4624.68846,0.981354995
4624.70026,0.975167203
4624.71206,0.971210998
4624.72386,0.966432709
4624.73566,0.967500119
4624.74747,0.968839638
4624.75927,0.967176348
4624.77107,0.977962954
4624.78287,0.983403506
4624.79467,0.987113997
4624.80647,0.97945237
4624.81827,0.978125371
4624.83008,0.981287199
4624.84188,0.980103552
4624.85368,0.95180877
4624.86548,0.950488175
4624.87728,0.928847158
4624.88909,0.91761741
4624.90089,0.904729111
4624.91269,0.906843066
4624.92449,0.899814292
4624.9363,0.894072795
4624.9481,0.871671714
4624.9599,0.839557009
4624.9717,0.773966879
4624.98351,0.69598281
4624.99531,0.594305026
4625.00711,0.48318794
4625.01891,0.380836828
4625.03072,0.298555122
4625.04252,0.249604525
4625.05432,0.237199281
4625.06613,0.271249799
4625.07793,0.354946154
4625.08973,0.468589698
4625.10153,0.581846084
4625.11334,0.688942032
4625.12514,0.771845641
4625.13694,0.830972795
4625.14875,0.874453228
4625.16055,0.907752224
4625.17236,0.931054685
4625.18416,0.940885721
4625.19596,0.945190516
4625.20777,0.946638756
4625.21957,0.953862793
4625.23137,0.959219173
4625.24318,0.959029428
4625.25498,0.957779903
4625.26679,0.952317597
4625.27859,0.946595338
4625.29039,0.941011554
4625.3022,0.93982044
4625.314,0.946244974
4625.32581,0.948274163
4625.33761,0.953933966
4625.34942,0.962923211
4625.36122,0.97071321
4625.37303,0.967269375
4625.38483,0.968732326
4625.39663,0.972092904
4625.40844,0.963467563
4625.42024,0.969394801
4625.43205,0.958163233
4625.44385,0.960549361
4625.45566,0.962320624
4625.46746,0.970216449
4625.47927,0.982470691
4625.49107,0.98288602
4625.50288,0.987891227
4625.51468,0.999522022
4625.52649,0.995679816
4625.5383,0.991387292
4625.5501,0.996259648
4625.56191,0.996089448
4625.57371,1.000988
4625.58552,0.995153447
4625.59732,0.995654978
4625.60913,0.993183731
4625.62094,0.993314695
4625.63274,0.990215165
4625.64455,0.984756155
4625.65635,0.976471937
4625.66816,0.983995409
4625.67997,0.983666917
4625.69177,0.975082896
4625.70358,0.976308453
4625.71538,0.967519997
4625.72719,0.956852681
4625.739,0.938952002
4625.7508,0.929272993
4625.76261,0.922414671
4625.77442,0.922904967
4625.78622,0.926877632
4625.79803,0.945552885
4625.80984,0.954366326
4625.82164,0.970026318
4625.83345,0.977469912
4625.84526,0.971960071
4625.85706,0.955123698
4625.86887,0.936895967
4625.88068,0.914365794
4625.89249,0.882061761
4625.90429,0.857209081
4625.9161,0.842509975
4625.92791,0.84432901
4625.93972,0.863227157
4625.95152,0.896525227
4625.96333,0.925309572
4625.97514,0.950614996
4625.98695,0.967302498
4625.99875,0.981592432
4626.01056,0.98363961
4626.02237,0.98275009
4626.03418,0.982080598
4626.04599,0.97679897
4626.05779,0.971740189
4626.0696,0.953456567
4626.08141,0.932072791
4626.09322,0.890011099
4626.10503,0.824889973
4626.11684,0.723169636
4626.12864,0.594444223
4626.14045,0.462205243
4626.15226,0.34090452
4626.16407,0.258598208
4626.17588,0.217959406
4626.18769,0.226660169
4626.1995,0.296560195
4626.2113,0.4137568
4626.22311,0.565687747
4626.23492,0.695690436
4626.24673,0.796511698
4626.25854,0.869542492
4626.27035,0.917825589
4626.28216,0.944173456
4626.29397,0.959351677
4626.30578,0.969748999
4626.31759,0.97152795
4626.3294,0.967959098
4626.34121,0.972497527
4626.35302,0.969973976
4626.36483,0.967724125
4626.37664,0.971474137
4626.38844,0.974326556
4626.40025,0.974977272
4626.41206,0.977350319
4626.42387,0.973932634
4626.43568,0.975984332
4626.44749,0.966576088
4626.4593,0.946622902
4626.47111,0.928389779
4626.48293,0.898034672
4626.49474,0.849000595
4626.50655,0.795421688
4626.51836,0.755106442
4626.53017,0.724899789
4626.54198,0.7218616
4626.55379,0.757321171
4626.5656,0.802251475
4626.57741,0.850597408
4626.58922,0.888110676
4626.60103,0.915365174
4626.61284,0.943763024
4626.62465,0.959792912
4626.63646,0.962338357
4626.64827,0.974401733
4626.66009,0.975320101
4626.6719,0.973723158
4626.68371,0.979418993
4626.69552,0.976556279
4626.70733,0.975138323
4626.71914,0.971547323
4626.73095,0.965090095
4626.74277,0.947594284
4626.75458,0.928409793
4626.76639,0.930353518
4626.7782,0.915968538
4626.79001,0.920982096
4626.80182,0.918614961
4626.81364,0.930761388
4626.82545,0.947352207
4626.83726,0.957586604
4626.84907,0.962803652
4626.86088,0.972666036
4626.8727,0.976656175
4626.88451,0.979096491
4626.89632,0.981626903
4626.90813,0.983543936
4626.91995,0.986312397
4626.93176,0.99129194
4626.94357,0.999014448
4626.95538,0.996328351
4626.9672,0.998416993
4626.97901,0.994155421
4626.99082,0.997180926
4627.00264,0.992304353
4627.01445,0.992942558
4627.02626,0.990218644
4627.03807,0.99324403
4627.04989,1.000946473
4627.0617,0.998542824
4627.07351,0.996975765
4627.08533,0.999779051
4627.09714,1.003107672
4627.10895,0.996500565
4627.12077,0.993248903
4627.13258,1.007798297
4627.1444,0.994218295
4627.15621,1.001271145
4627.16802,0.985139583
4627.17984,0.98029008
4627.19165,0.969321238
4627.20346,0.954991717
4627.21528,0.951476343
4627.22709,0.946742991
4627.23891,0.946260967
4627.25072,0.955408527
4627.26253,0.950482277
4627.27435,0.956469895
4627.28616,0.952108569
4627.29798,0.935745788
4627.30979,0.927689467
4627.32161,0.900658665
4627.33342,0.87287924
4627.34524,0.851347578
4627.35705,0.833599867
4627.36887,0.811982472
4627.38068,0.820880759
4627.3925,0.831851533
4627.40431,0.855090213
4627.41613,0.867194729
4627.42794,0.889460416
4627.43976,0.889672159
4627.45157,0.881358802
4627.46339,0.88467376
4627.4752,0.877091384
4627.48702,0.878267143
4627.49883,0.867512349
4627.51065,0.857045923
4627.52246,0.838682432
4627.53428,0.821309815
4627.54609,0.81809033
4627.55791,0.832391223
4627.56973,0.862235013
4627.58154,0.895940197
4627.59336,0.924932489
4627.60517,0.944759329
4627.61699,0.951423421
4627.62881,0.959314051
4627.64062,0.960698259
4627.65244,0.957054524
4627.66425,0.963525186
4627.67607,0.973127618
4627.68789,0.978386041
4627.6997,0.983084804
4627.71152,0.988163374
4627.72334,0.990749496
4627.73515,0.981023092
4627.74697,0.991450818
4627.75879,0.988000022
4627.7706,0.989298259
4627.78242,0.990155609
4627.79424,0.994169479
4627.80605,0.996858942
4627.81787,0.996376705
4627.82969,0.995214601
4627.84151,0.996670498
4627.85332,0.99659411
4627.86514,0.99290389
4627.87696,0.990922298
4627.88878,0.994006438
4627.90059,0.99684277
4627.91241,0.997014744
4627.92423,0.998646813
4627.93605,1.002937472
4627.94786,1.000958621
4627.95968,0.997572557
4627.9715,0.993334851
4627.98332,1.00147067
4627.99514,1.001722184
4628.00695,0.996091748
4628.01877,0.996178256
4628.03059,0.99480783
4628.04241,0.99221027
4628.05423,0.993951693
4628.06604,0.989039214
