ALSFS.R,ALSFS.py,wv
0.945098641,0.939454435,4991.763962
0.945192018,0.93955706,4991.77498
0.914901623,0.909456714,4991.785997
0.875016626,0.869818119,4991.797013
0.832033512,0.827098936,4991.808029
0.77714322,0.772542166,4991.819044
0.704451101,0.700287635,4991.830058
0.61838001,0.614731563,4991.841072
0.527112046,0.524007455,4991.852085
0.430634498,0.42810252,4991.863098
0.349542577,0.347490936,4991.87411
0.294107382,0.292384094,4991.885122
0.25626932,0.254770315,4991.896132
0.226221055,0.22490008,4991.907143
0.226416433,0.225096582,4991.918152
0.250643882,0.249185305,4991.929161
0.305720281,0.303944243,4991.94017
0.356854385,0.354784841,4991.951177
0.455788492,0.453149712,4991.962185
0.521290073,0.518277235,4991.973191
0.586197268,0.582815089,4991.984197
0.658420274,0.654627886,4991.995202
0.678380836,0.674480157,4992.006207
0.698780533,0.694769423,4992.017211
0.686976442,0.683039826,4992.028215
0.656440193,0.652684991,4992.039218
0.603256078,0.599811015,4992.05022
0.534889124,0.531839704,4992.061222
0.493667672,0.490858058,4992.072223
0.423537453,0.421131081,4992.083223
0.375526062,0.373396107,4992.094223
0.354544656,0.352537129,4992.105223
0.345019676,0.343069405,4992.116221
0.362788667,0.360741441,4992.127219
0.422711136,0.420329819,4992.138217
0.47281408,0.470155035,4992.149214
0.554023886,0.550913419,4992.16021
0.622041062,0.618554651,4992.171205
0.683435053,0.679611034,4992.1822
0.746814531,0.742642973,4992.193195
0.800900723,0.796434637,4992.204189
0.842921731,0.83822929,4992.215182
0.868721596,0.863893727,4992.226174
0.899634768,0.894643561,4992.237166
0.920247527,0.915150584,4992.248158
0.934740877,0.9295724,4992.259149
0.934943887,0.929783008,4992.270139
0.951850019,0.946604676,4992.281128
0.959429613,0.954151409,4992.292117
0.962549099,0.95726265,4992.303106
0.965174083,0.959882138,4992.314093
0.975517801,0.970178137,4992.32508
0.991761393,0.986341941,4992.336067
0.976366834,0.971040467,4992.347053
0.987774468,0.982394915,4992.358038
0.99113454,0.985745743,4992.369023
0.988164934,0.982801291,4992.380007
0.985872922,0.980530705,4992.39099
0.999481296,0.994074408,4992.401973
0.965560052,0.960345448,4992.412955
0.982377525,0.977081014,4992.423937
0.992054788,0.986715091,4992.434918
1.005547079,1.000143854,4992.445899
0.990254979,0.984942863,4992.456878
0.970309758,0.965113379,4992.467858
0.97710617,0.971882182,4992.478836
0.987427293,0.982156989,4992.489814
0.982161233,0.976927837,4992.500792
0.971036248,0.965870817,4992.511768
0.956494261,0.951414727,4992.522745
0.958468282,0.953386806,4992.53372
0.968695342,0.963568227,4992.544695
0.977372978,0.972208611,4992.55567
0.951296487,0.946278336,4992.566643
0.95708866,0.95204842,4992.577617
0.95760392,0.952569422,4992.588589
0.963484352,0.958427429,4992.599561
0.942135812,0.937199225,4992.610532
0.935947789,0.931051759,4992.621503
0.927110661,0.922268939,4992.632473
0.886682798,0.882059959,4992.643443
0.859931397,0.855455536,4992.654412
0.853754777,0.849318502,4992.66538
0.831040535,0.826729515,4992.676348
0.795876713,0.791755012,4992.687315
0.798426288,0.7942983,4992.698281
0.790620253,0.786539461,4992.709247
0.800999798,0.796872345,4992.720212
0.814569166,0.810378809,4992.731177
0.833049005,0.828770746,4992.742141
0.875072298,0.870585683,4992.753105
0.899169486,0.894566972,4992.764067
0.934285691,0.929511311,4992.77503
0.929666452,0.924923501,4992.785991
0.951401432,0.946555583,4992.796952
0.96445855,0.959554275,4992.807913
0.96588438,0.960980986,4992.818873
0.974086793,0.969150002,4992.829832
0.982379392,0.97740887,4992.84079
0.975992035,0.97106206,4992.851748
0.982390129,0.977436102,4992.862706
0.985570535,0.980608748,4992.873663
0.983773975,0.978829481,4992.884619
0.980583657,0.975663403,4992.895574
0.983290171,0.978364549,4992.906529
1.008479599,1.003436202,4992.917484
0.994230666,0.989266801,4992.928437
0.979221395,0.974340598,4992.939391
1.001173932,0.996192014,4992.950343
1.005830769,1.000833933,4992.961295
0.980007415,0.975146826,4992.972246
0.987703855,0.982813099,4992.983197
0.991775323,0.986872427,4992.994147
0.996994213,0.992073562,4993.005097
0.990111845,0.985233133,4993.016046
0.988624177,0.983760809,4993.026994
0.978183495,0.973379331,4993.037942
0.983341734,0.978520103,4993.048889
0.978187091,0.973398543,4993.059835
0.959248647,0.954560449,4993.070781
0.970597839,0.965861889,4993.081727
0.943135979,0.938541507,4993.092671
0.924073985,0.919579757,4993.103615
0.921196695,0.916723737,4993.114559
0.900840307,0.896473292,4993.125502
0.912557757,0.908141117,4993.136444
0.897284396,0.892948719,4993.147386
0.91150032,0.907103091,4993.158327
0.909037,0.90465876,4993.169267
0.929544059,0.925074376,4993.180207
0.92892349,0.924464097,4993.191146
0.94146469,0.936952406,4993.202085
0.947914458,0.94337861,4993.213023
0.931476271,0.927026288,4993.22396
0.931228571,0.926787039,4993.234897
0.925694768,0.921286841,4993.245833
0.92189001,0.917507445,4993.256769
0.924967766,0.920577827,4993.267704
0.927748405,0.923352535,4993.278638
0.921270827,0.916912854,4993.289572
0.926919321,0.922541864,4993.300505
0.931272502,0.926881582,4993.311438
0.934518356,0.930119403,4993.32237
0.942099651,0.937672328,4993.333301
0.947333235,0.942888664,4993.344232
0.94217313,0.937760062,4993.355162
0.957333677,0.952856997,4993.366092
0.972654848,0.968114029,4993.377021
0.978195012,0.973635864,4993.387949
0.970750656,0.966233669,4993.398877
0.983755722,0.979185772,4993.409804
1.004557183,0.999898116,4993.420731
0.998847191,0.994222064,4993.431657
1.002022882,0.997390516,4993.442582
1.002268129,0.997642084,4993.453507
0.997162867,0.992567787,4993.464431
1.001940232,0.99733056,4993.475354
0.998719665,0.994132195,4993.486277
1.004066063,0.999461446,4993.4972
1.003245853,0.998652388,4993.508121
0.9824128,0.977922038,4993.519042
0.971398295,0.966965195,4993.529963
0.973761369,0.969324801,4993.540883
0.976541827,0.972099915,4993.551802
0.953249057,0.94892023,4993.562721
0.923585389,0.919398169,4993.573639
0.924220144,0.920036937,4993.584556
0.895451608,0.891405275,4993.595473
0.893815627,0.889783245,4993.60639
0.870984232,0.867061153,4993.617305
0.872646361,0.868722097,4993.62822
0.858765427,0.854909775,4993.639135
0.895076687,0.891064446,4993.650049
0.902172599,0.89813503,4993.660962
0.915853194,0.911760964,4993.671875
0.92175169,0.9176397,4993.682787
0.944169814,0.939964559,4993.693698
0.964026423,0.959739603,4993.704609
0.974571188,0.970244584,4993.715519
0.988097656,0.983718106,4993.726429
0.976007247,0.97168829,4993.737338
0.978136743,0.973815451,4993.748246
0.973414227,0.969120838,4993.759154
0.976742935,0.972441911,4993.770061
0.987875836,0.983532902,4993.780968
0.980013844,0.975712513,4993.791874
0.970904963,0.966650572,4993.80278
0.964710735,0.960490385,4993.813684
0.976630528,0.972365002,4993.824589
0.965409382,0.961199739,4993.835492
0.973686842,0.969448021,4993.846395
0.964166967,0.959976423,4993.857298
0.973537278,0.969312889,4993.868199
0.986643611,0.98236931,4993.879101
0.987155783,0.982886208,4993.890001
0.993082689,0.988794448,4993.900901
0.993782718,0.989498411,4993.911801
0.993557963,0.989281442,4993.9227
1.002102217,0.997795783,4993.933598
1.000120801,0.995829717,4993.944495
0.985740724,0.981518064,4993.955392
1.001986002,0.997700575,4993.966289
0.991041915,0.98681003,4993.977184
1.001829375,0.997558223,4993.98808
0.996166795,0.991926587,4993.998974
1.00851353,1.004227641,4994.009868
1.005958153,1.001689964,4994.020762
0.995043132,0.990827953,4994.031654
0.981682199,0.977530215,4994.042547
0.99534067,0.991137593,4994.053438
0.984097879,0.979948968,4994.064329
0.973832865,0.969733835,4994.075219
0.946654567,0.94267634,4994.086109
0.941955597,0.938003473,4994.096998
0.921007059,0.917149029,4994.107887
0.876355535,0.872690432,4994.118775
0.833568196,0.830087623,4994.129662
0.782710686,0.779447701,4994.140549
0.730759698,0.727718159,4994.151435
0.68656302,0.683710002,4994.162321
0.630509103,0.627893201,4994.173206
0.618210818,0.615650032,4994.18409
0.620724203,0.618157105,4994.194974
0.621966993,0.619398852,4994.205857
0.658350337,0.655636293,4994.216739
0.699003792,0.696126736,4994.227621
0.762407774,0.759274737,4994.238503
0.812265074,0.808932428,4994.249383
0.853921887,0.850423885,4994.260264
0.890143615,0.886503014,4994.271143
0.908458322,0.9047487,4994.282022
0.942991555,0.939147012,4994.2929
0.963574808,0.959652535,4994.303778
0.98072111,0.976735304,4994.314655
0.975588963,0.971630231,4994.325532
0.987155064,0.983155676,4994.336408
0.990416187,0.986409875,4994.347283
0.983709391,0.97973644,4994.358158
0.979133815,0.975185534,4994.369032
0.996952665,0.992938866,4994.379905
0.995802594,0.991799736,4994.390778
0.966199949,0.962322195,4994.401651
0.976853144,0.972938797,4994.412522
0.949173001,0.945375545,4994.423393
0.924818091,0.921123866,4994.434264
0.89605523,0.892481501,4994.445134
0.849910992,0.846526613,4994.456003
0.793745703,0.790589927,4994.466872
0.739886702,0.736949664,4994.47774
0.680107864,0.677412346,4994.488607
0.625022825,0.622549502,4994.499474
0.572846215,0.570582906,4994.510341
0.545437526,0.543285873,4994.521206
0.540114193,0.537986852,4994.532071
0.539473343,0.537351829,4994.542936
0.55360247,0.551428774,4994.5538
0.58192715,0.579645787,4994.564663
0.602514783,0.600156377,4994.575526
0.639163587,0.636665611,4994.586388
0.673377881,0.670750282,4994.597249
0.717706025,0.714909807,4994.60811
0.767643379,0.764657249,4994.618971
0.803822168,0.800700158,4994.62983
0.855768852,0.852450242,4994.640689
0.874804526,0.871417359,4994.651548
0.911642667,0.908118337,4994.662406
0.928957257,0.925371553,4994.673263
0.946321926,0.942674851,4994.68412
0.95887748,0.955187734,4994.694976
0.977033171,0.973279375,4994.705831
0.987784939,0.9839957,4994.716686
0.983094703,0.97932928,4994.727541
0.967577903,0.963877631,4994.738394
0.965033212,0.961348365,4994.749247
0.975972916,0.972252042,4994.7601
0.977059871,0.973340591,4994.770952
0.972549939,0.968853527,4994.781803
0.96646278,0.962795155,4994.792654
0.958172101,0.954541529,4994.803504
0.955967036,0.952350385,4994.814353
0.938175076,0.934631187,4994.825202
0.934242062,0.930718445,4994.836051
0.918073626,0.914616301,4994.846898
0.894345269,0.890982464,4994.857745
0.850554016,0.847360772,4994.868592
0.802348177,0.799340529,4994.879438
0.744304783,0.741518988,4994.890283
0.654087838,0.651643458,4994.901128
0.557261824,0.555182479,4994.911972
0.478489776,0.47670709,4994.922815
0.385421446,0.383987695,4994.933658
0.315570904,0.314398789,4994.944501
0.263414126,0.262437232,4994.955342
0.232024879,0.231165709,4994.966183
0.231169108,0.230314415,4994.977024
0.242128276,0.241234431,4994.987864
0.281743185,0.280704686,4994.998703
0.340166408,0.338914476,4995.009542
0.422854724,0.421300837,4995.02038
0.512700443,0.51081926,4995.031217
0.607556819,0.605330979,4995.042054
0.682858033,0.680360133,4995.052891
0.768705136,0.76589749,4995.063726
0.81328549,0.810319541,4995.074561
0.863021519,0.859878982,4995.085396
0.899339078,0.896069282,4995.09623
0.918732764,0.915397539,4995.107063
0.937019565,0.933623131,4995.117896
0.947612074,0.944182469,4995.128728
0.960688291,0.95721662,4995.139559
0.966659032,0.963171066,4995.15039
0.956857978,0.953410594,4995.161221
0.967400866,0.963920762,4995.17205
0.981984306,0.978457072,4995.182879
0.974788463,0.971292359,4995.193708
0.971048221,0.967570784,4995.204536
0.983244536,0.979728729,4995.215363
0.970149646,0.966685889,4995.22619
0.982249251,0.978747576,4995.237016
0.985231426,0.981724406,4995.247842
0.988441716,0.984928562,4995.258666
0.987315949,0.983812072,4995.269491
0.980775003,0.977299571,4995.280315
1.003214113,0.999664507,4995.291138
0.985122602,0.98164224,4995.30196
0.991670288,0.988172081,4995.312782
0.982865005,0.979403091,4995.323603
0.977670274,0.97423185,4995.334424
0.971798,0.968385366,4995.345244
0.979478286,0.976043867,4995.356064
0.973234419,0.969827037,4995.366883
0.970565118,0.967172203,4995.377701
0.968535926,0.965155206,4995.388519
0.96133208,0.95798154,4995.399336
0.971103256,0.967723718,4995.410153
0.966060489,0.962703521,4995.420969
0.965466837,0.962116979,4995.431784
0.979035761,0.975643934,4995.442599
0.965661358,0.962320898,4995.453413
0.982082046,0.978689892,4995.464226
0.970023462,0.966677998,4995.475039
0.987940022,0.984537889,4995.485852
0.975755201,0.972400055,4995.496663
0.986882512,0.983494152,4995.507475
0.973634592,0.970296687,4995.518285
0.973249269,0.969917644,4995.529095
0.97805356,0.974710463,4995.539904
0.972638844,0.96931919,4995.550713
0.985956706,0.982596592,4995.561521
0.987523543,0.984163082,4995.572329
0.989607871,0.986245312,4995.583136
0.997831202,0.994445725,4995.593942
0.989770612,0.986417459,4995.604748
0.975687691,0.972387143,4995.615553
0.989535479,0.986193041,4995.626358
0.983572427,0.980255046,4995.637162
0.982130187,0.978822568,4995.647965
0.989193654,0.98586717,4995.658768
0.981875226,0.97857823,4995.66957
0.979504563,0.976220382,4995.680372
0.984327908,0.981032425,4995.691173
0.985923249,0.982627291,4995.701973
0.9699756,0.966737734,4995.712773
0.966487157,0.963265688,4995.723572
0.965865545,0.962650887,4995.734371
0.97714265,0.973895243,4995.745169
0.968015869,0.964803524,4995.755966
0.959653323,0.956473407,4995.766763
0.960911111,0.957731703,4995.777559
0.955896847,0.952738721,4995.788355
0.952600648,0.949458055,4995.79915
0.949844389,0.946715534,4995.809944
0.94326651,0.94016393,4995.820738
0.932898906,0.929834975,4995.831531
0.931640271,0.928585009,4995.842324
0.928109775,0.925070602,4995.853116
0.92126588,0.918253588,4995.863908
0.912708206,0.909728315,4995.874698
0.923289136,0.920279165,4995.885489
0.926727182,0.923710444,4995.896278
0.926192165,0.923181632,4995.907067
0.925263312,0.922260249,4995.917856
0.941804324,0.938752098,4995.928644
0.934908012,0.931882617,4995.939431
0.942158285,0.939113936,4995.950218
0.950546839,0.947479925,4995.961004
0.969635561,0.96651168,4995.971789
0.969995438,0.966875012,4995.982574
0.971805457,0.968683823,4995.993358
0.977688454,0.974552556,4996.004142
0.984514529,0.981361391,4996.014925
0.963500972,0.960419682,4996.025708
0.996805264,0.99362216,4996.036489
0.976154597,0.973042023,4996.047271
0.988135984,0.984989837,4996.058051
0.985885528,0.982751156,4996.068832
0.975453076,0.972356423,4996.079611
0.978814665,0.975711896,4996.09039
0.975128654,0.972042097,4996.101168
0.97750852,0.974418958,4996.111946
0.978871352,0.975782007,4996.122723
0.969676642,0.966620755,4996.1335
0.964675175,0.961639428,4996.144276
0.966864925,0.963826665,4996.155051
0.953286469,0.950295185,4996.165826
0.946077815,0.943113418,4996.1766
0.930102784,0.927192628,4996.187373
0.908695883,0.905856788,4996.198146
0.882850907,0.880096519,4996.208919
0.83941657,0.836801447,4996.21969
0.823756908,0.821194249,4996.230462
0.816084396,0.813549242,4996.241232
0.815365552,0.812836257,4996.252002
0.813552211,0.811032151,4996.262771
0.827325037,0.824765978,4996.27354
0.86858797,0.865905117,4996.284308
0.885101949,0.882371992,4996.295076
0.901213831,0.898438147,4996.305843
0.924338533,0.921495687,4996.316609
0.946590919,0.943683786,4996.327375
0.960683503,0.957737292,4996.33814
0.963954694,0.961002661,4996.348905
0.972186774,0.969213767,4996.359669
0.970247699,0.967284841,4996.370432
0.973104687,0.970137327,4996.381195
0.966790776,0.963846857,4996.391957
0.961539155,0.958615384,4996.402719
0.934213711,0.931377058,4996.41348
0.929244219,0.926426656,4996.424241
0.885751031,0.883069149,4996.435
0.864075384,0.861462836,4996.44576
0.820651628,0.818173884,4996.456518
0.788450278,0.786073124,4996.467276
0.759289477,0.757003478,4996.478034
0.74221057,0.739979146,4996.488791
0.750762925,0.748508975,4996.499547
0.770584493,0.768274299,4996.510303
0.790275369,0.787909481,4996.521058
0.827282507,0.824809319,4996.531812
0.855750967,0.853196274,4996.542566
0.890279781,0.887625748,4996.553319
0.908453988,0.905749584,4996.564072
0.948127809,0.945309266,4996.574824
0.954416624,0.951583372,4996.585576
0.956160378,0.953325934,4996.596327
0.982829922,0.979920506,4996.607077
0.979598598,0.976702814,4996.617827
0.984441079,0.981535058,4996.628576
0.978475191,0.975590825,4996.639324
0.980650424,0.977763692,4996.650072
0.970052872,0.967201331,4996.66082
0.966793214,0.963955227,4996.671566
0.966893647,0.964059331,4996.682312
0.950403422,0.947621335,4996.693058
0.947956462,0.94518541,4996.703803
0.950807827,0.948032316,4996.714547
0.952386617,0.949610373,4996.725291
0.954990131,0.952210176,4996.736034
0.969419636,0.966601606,4996.746777
0.963733312,0.96093571,4996.757519
0.96868885,0.965880773,4996.76826
0.967742573,0.964941168,4996.779001
0.965729191,0.962937497,4996.789741
0.965554901,0.962767615,4996.800481
0.975636677,0.972824195,4996.81122
0.966256179,0.963474602,4996.821958
0.963809314,0.961038627,4996.832696
0.964520463,0.961751572,4996.843433
0.963702094,0.960939383,4996.85417
0.965758239,0.962993466,4996.864906
0.967928282,0.965161129,4996.875642
0.981665124,0.97886258,4996.886376
0.951624298,0.948911271,4996.897111
0.953849387,0.951133773,4996.907844
0.953434037,0.950723353,4996.918577
0.964103,0.961365765,4996.92931
0.952278742,0.949578807,4996.940042
0.944519726,0.941845482,4996.950773
0.934475206,0.931833047,4996.961504
0.941219266,0.938561704,4996.972234
0.948405048,0.945730882,4996.982963
0.936955395,0.934317149,4996.993692
0.914726077,0.912153966,4997.004421
0.925061967,0.922464368,4997.015148
0.918391198,0.915815874,4997.025876
0.925829933,0.923237314,4997.036602
0.924420172,0.921835055,4997.047328
0.917311207,0.914749489,4997.058053
0.91824855,0.915687731,4997.068778
0.926176641,0.923597252,4997.079502
0.940586488,0.937970557,4997.090226
0.938739891,0.93613267,4997.100949
0.928715383,0.926139535,4997.111671
0.926187735,0.923622412,4997.122393
0.920962616,0.918415252,4997.133114
0.909779271,0.90726628,4997.143835
0.901587412,0.899100473,4997.154555
0.883939013,0.881504085,4997.165274
0.869495011,0.867103139,4997.175993
0.853527008,0.851182265,4997.186711
0.846995739,0.84467211,4997.197429
0.843573485,0.841262398,4997.208146
0.841890226,0.839586892,4997.218863
0.852898315,0.850568041,4997.229578
0.861951881,0.859600076,4997.240294
0.888551913,0.886130827,4997.251008
0.899576569,0.897128776,4997.261722
0.914912042,0.912425904,4997.272436
0.92859565,0.926075755,4997.283149
0.938895421,0.936351035,4997.293861
0.959844769,0.957247141,4997.304573
0.945246586,0.942691935,4997.315284
0.964181839,0.961579545,4997.325995
0.95642272,0.953844865,4997.336704
0.954637555,0.952067996,4997.347414
0.960872011,0.958289172,4997.358123
0.973885612,0.971271335,4997.368831
0.972674102,0.970066608,4997.379538
0.975455405,0.97284399,4997.390245
0.971196159,0.968599659,4997.400952
0.964471944,0.961896904,4997.411657
0.97649959,0.973895957,4997.422363
0.974182415,0.971588463,4997.433067
0.959215781,0.956665126,4997.443771
0.96573889,0.96317435,4997.454475
0.978517361,0.975922388,4997.465177
0.971417542,0.968844866,4997.47588
0.960793775,0.95825266,4997.486581
0.965198414,0.962649084,4997.497282
0.957993029,0.955466132,4997.507983
0.965915923,0.963371552,4997.518683
0.963039617,0.96050623,4997.529382
0.946471519,0.94398506,4997.540081
0.934671758,0.932219592,4997.550779
0.91828674,0.915880793,4997.561476
0.893055648,0.890718945,4997.572173
0.86364447,0.861387749,4997.582869
0.837432849,0.835247551,4997.593565
0.801156071,0.799068236,4997.60426
0.767877566,0.765879133,4997.614955
0.717775688,0.715910147,4997.625649
0.673032081,0.671285168,4997.636342
0.640128654,0.638469366,4997.647035
0.588517335,0.586993867,4997.657727
0.551136712,0.549711913,4997.668418
0.518699902,0.517360748,4997.679109
0.520291392,0.518949931,4997.6898
0.531940802,0.530571134,4997.700489
0.566710606,0.565253379,4997.711179
0.620292907,0.618700048,4997.721867
0.685273691,0.683516338,4997.732555
0.735213136,0.733330224,4997.743243
0.7735795,0.771600964,4997.75393
0.820118633,0.818023887,4997.764616
0.851214324,0.849043073,4997.775301
0.881058407,0.878814015,4997.785986
0.897318722,0.895035943,4997.796671
0.908836425,0.906527412,4997.807355
0.92009431,0.917759794,4997.818038
0.927342759,0.924992971,4997.828721
0.937694978,0.935322107,4997.839403
0.914734087,0.912422385,4997.850084
0.911088739,0.908789298,4997.860765
0.879789077,0.87757157,4997.871446
0.833907161,0.831808079,4997.882125
0.796215533,0.794213978,4997.892804
0.731743722,0.729906683,4997.903483
